integration,metric_name,metric_type,metric_enabled,metric_description
Cassandra,db.allMemtablesOffHeapSizeBytes,gauge,true,
Cassandra,db.threadpool.requestRequestResponseStageCurrentlyBlockedTasks,gauge,true,
Cassandra,db.threadpool.internalMemtableReclaimMemoryCurrentlyBlockedTasks,gauge,true,
Cassandra,db.threadpool.internalMigrationStageCurrentlyBlockedTasks,gauge,true,
Cassandra,query.readLatency50thPercentileMilliseconds,gauge,true,
Cassandra,db.droppedBatchRemoveMessagesPerSecond,rate,true,
Cassandra,db.threadpool.requestReadRepairStageCompletedTasks,gauge,true,
Cassandra,query.readLatency999thPercentileMilliseconds,gauge,true,
Cassandra,db.threadpool.internalInternalResponseStageActiveTasks,gauge,true,
Cassandra,db.droppedMutationMessagesPerSecond,rate,true,
Cassandra,db.droppedRequestResponseMessagesPerSecond,rate,true,
Cassandra,db.threadpool.internalMemtableReclaimMemoryPendingTasks,gauge,true,
Cassandra,db.keyCacheHitsPerSecond,gauge,true,
Cassandra,db.threadpool.requestCounterMutationStageCurrentlyBlockedTasks,gauge,true,
Cassandra,db.threadpool.internalCacheCleanupExecutorCompletedTasks,gauge,true,
Cassandra,query.CASReadRequestsPerSecond,gauge,true,
Cassandra,query.readLatency98thPercentileMilliseconds,gauge,true,
Cassandra,db.threadpool.requestReadStageActiveTasks,gauge,true,
Cassandra,db.threadpool.internalAntiEntropyStagePendingTasks,gauge,true,
Cassandra,db.keyCacheHitRate,gauge,true,
Cassandra,db.threadpool.requestCounterMutationStageCompletedTasks,gauge,true,
Cassandra,db.threadpool.internalSecondaryIndexManagementCurrentlyBlockedTasks,gauge,true,
Cassandra,db.liveSSTableCount,gauge,true,
Cassandra,db.threadpool.internalAntiEntropyStageCompletedTasks,gauge,true,
Cassandra,db.threadpool.internalGossipStageCompletedTasks,gauge,true,
Cassandra,db.threadpool.internalPendingRangeCalculatorCurrentlyBlockedTasks,gauge,true,
Cassandra,db.threadpool.internalSamplerCurrentlyBlockedTasks,gauge,true,
Cassandra,query.rangeSliceRequestsPerSecond,gauge,true,
Cassandra,query.writeRequestsPerSecond,gauge,true,
Cassandra,db.threadpool.requestCounterMutationStageActiveTasks,gauge,true,
